,App,Category,Size_M,Price,Rating
5755,スカッと！脳トレ！ピッといん〜頭がよくなるブロックパズルゲーム〜,Games,33.3154296875,0.0,0.0
5756,Rio 2016 Olympic Games,Games,226.572265625,0.0,4.5
5757,You勇者 -HIKAKINとSEIKIN(ヒカキンとセイキン)と無料ロールプレイング,Games,43.4013671875,0.0,0.0
5758,Ninja Dude vs Zombies - endless tap 'n' slash zombie arcade game,Games,80.0791015625,0.0,4.0
5759,Football Manager Mobile 2017,Games,1191.623046875,8.99,4.0
5760,Football Manager Touch 2017,Games,3304.912109375,19.99,4.0
5761,The Infinite Arcade by Tinybop,Education,201.9521484375,2.99,4.0
5762,Vectradius,Games,23.0,0.99,4.5
5763,Cognition Game,Games,175.1083984375,2.99,4.5
5764,Go Pug Go,Games,62.8154296875,0.0,4.5
5765,ぷかぷか,Games,15.388671875,0.0,0.0
5766,ゲームセンター倶楽部,Games,106.02734375,5.99,5.0
5767,Princess Libby's Perfect Beach Day,Games,133.4775390625,0.0,3.5
5768,任务客,Entertainment,27.080078125,0.0,0.0
5769,Evo Explores,Games,157.7001953125,1.99,4.5
5770,Cheer Updates,Sports,31.947265625,1.99,2.0
5771,Caterzillar,Games,69.671875,2.99,4.5
5772,Lifeline: Crisis Line,Games,65.99609375,1.99,4.0
5773,口袋电玩-经典街机游戏真人秀版•玩转全民疯狂欢乐火拼炸诈扎金花送斗牛牛麻将VIP,Games,43.083984375,0.0,0.0
5774,彩库宝典-【官方版】,Book,54.3837890625,0.0,0.0
5775,蜀山诛魔纪-古装恋爱仙侠动作手游·MMO端游品质,Games,307.6328125,0.0,5.0
5776,もじさがし,Games,22.4462890625,0.0,0.0
5777,Google Allo — smart messaging,Social Networking,163.99609375,0.0,3.5
5778,Coin Dozer: Casino,Games,144.435546875,0.0,5.0
5779,Apple TV Remote,Entertainment,12.0517578125,0.0,2.5
5780,Google Duo - simple video calling,Social Networking,42.4521484375,0.0,4.0
5781,Battleborn® Tap,Games,121.4228515625,0.0,4.5
5782,【完全無料】ソク出会える！ひみつフレ探し掲示板,Social Networking,12.671875,0.0,0.0
5783,Steps! - Hardest Action Game Ever!,Games,90.400390625,0.0,4.5
5784,Fish Mania™,Games,134.484375,0.0,5.0
5785,MagiMobile – Mighty Magiswords Collection App,Entertainment,142.794921875,0.0,3.5
5786,Tap Tap Builder,Games,141.921875,0.0,4.5
5787,Servers the Hunger Games Edition for Minecraft Pocket (PvP Multiplayer Servers for PE),Utilities,8.244140625,1.99,3.5
5788,S ou SS,Education,4.6005859375,2.99,0.0
5789,Slots: Hot Vegas Slot Machines - Free Slot Games,Games,155.55859375,0.0,5.0
5790,Trump On The Run,Games,80.533203125,0.0,3.5
5791,Beyond 14,Games,94.59765625,0.0,4.5
5792,Basketball Free Throw,Games,106.0947265625,0.0,4.0
5793,NOW直播—腾讯旗下全民直播平台,Social Networking,108.333984375,0.0,0.0
5794,Tina's Diary: Spring Outing,Games,92.623046875,0.0,4.5
5795,CRAZY CRAFT MOD EDITION FOR MINECRAFT PC GAME MODE,Entertainment,11.048828125,0.99,3.5
5796,Diced - A Simple Puzzle Dice Game,Games,51.662109375,0.0,4.5
5797,ぱちモンパズル〜簡単無料パズルRPGゲーム,Games,63.6435546875,0.0,0.0
5798,Tomb Journey (Ancient ruins fantasy adventure),Games,73.603515625,0.99,5.0
5799,VEHICLES & WEAPONS MODS for Minecraft Pc Guide,Entertainment,23.5263671875,1.99,4.0
5800,Deer Calls & Deer Sounds for Deer Hunting - BLUETOOTH COMPATIBLE,Sports,50.890625,2.99,4.0
5801,Clash of Queens: Dragons Rise,Games,160.041015625,0.0,4.5
5802,Fancy Cakes - Endless Tasty Puzzle,Games,199.353515625,0.0,4.5
5803,Mad City Gangs: Nice City,Games,156.54296875,0.0,2.5
5804,Juggernaut Champions,Games,139.7646484375,0.0,4.5
5805,Sweet Princess Makeup Party - Girls Dressup Games,Games,90.98828125,0.0,4.0
5806,50 50 - The Addictive Slicing Game,Games,234.1123046875,0.0,4.5
5807,Raccoon Pizza Rush,Games,241.98046875,0.0,4.5
5808,Flying Police Car Driving Simulator Free: Criminal Craft Chase,Games,67.6826171875,0.0,4.0
5809,First Year Demons,Games,65.263671875,1.99,2.0
5810,Trolls: Crazy Party Forest!,Games,298.158203125,0.0,4.0
5811,VR Flight Simulator for Google Cardboard,Games,70.4453125,0.0,3.0
5812,My Town : Wedding Day,Entertainment,390.990234375,2.99,4.0
5813,Mahjong Treasure Quest,Games,116.90234375,0.0,4.5
5814,Sushi Go!,Games,85.44921875,4.99,4.5
5815,Jumpy Tree,Games,175.96484375,0.0,4.5
5816,BBC Colouring: Doctor Who,Entertainment,86.841796875,1.99,3.0
5817,Iron Maiden: Legacy of the Beast,Games,257.5224609375,0.0,4.5
5818,女子力たったの５、ゴミずら◇恋愛xイケメン育成+放置げー！無料の育成・恋愛・放置ゲーム～,Games,59.04296875,0.0,0.0
5819,ダニエル！！今はフリーキック中よ！,Games,124.8134765625,0.0,0.0
5820,Princess Swimming & Spa - Girls Beauty Game FREE,Games,69.0068359375,0.0,4.0
5821,"Slots Real Las Vegas - Free Casino Slot Machine Games - Bet, Spin and Win Jackpot & Bonus",Games,57.6826171875,0.0,4.5
5822,Craftmoji - the cute craft sticker App,Entertainment,37.453125,0.99,1.5
5823,Todrick,Social Networking,17.5224609375,0.99,5.0
5824,魔灵觉醒（王者归来）- 3D新职业魔剑士降临,Games,345.748046875,0.0,0.0
5825,脱出ゲーム　研究所からの脱出,Games,169.462890625,0.0,1.0
5826,Crazy Craft Mod Guide for Minecraft Pc :Complete and Ultimate for Players,Games,61.7177734375,1.99,1.5
5827,VR Viewer,Photo & Video,43.6611328125,0.99,3.0
5828,Sports Hero,Games,77.1416015625,0.0,4.0
5829,Heuristic Shakespeare - The Tempest,Education,222.3740234375,5.99,5.0
5830,DM2 - The Drum Machine,Music,89.10546875,4.99,4.5
5831,Color Dotz,Games,16.4296875,0.0,3.5
5832,"Warhammer 40,000: Regicide",Games,719.388671875,0.99,3.5
5833,ビッグバン チャット-友達作り ひま友チャット,Entertainment,42.216796875,0.0,0.0
5834,Treasure Buster,Games,40.0419921875,0.99,4.5
5835,东西战神,Games,336.353515625,0.0,0.0
5836,Tap Smiths,Games,135.060546875,0.0,4.5
5837,ひとたがやし,Games,53.8857421875,0.0,0.0
5838,Dead Reckoning: The Crescent Case - A Mystery Hidden Object Game (Full),Games,922.3544921875,6.99,4.0
5839,Mahjong Solitaire Star! Your Favorite Game!,Games,57.30859375,0.0,4.5
5840,Punished Talents: Stolen Awards HD - A Mystery Hidden Object Game (Full),Games,883.9912109375,6.99,3.5
5841,European Mystery: Flowers of Death HD (Full),Games,1079.43359375,6.99,3.5
5842,Sable Maze: Soul Catcher HD - A Mystery Hidden Object Game (Full),Games,1175.92578125,6.99,3.5
5843,PP基金理财-灵活存取的高收益金融理财平台,Finance,28.0576171875,0.0,0.0
5844,Alternative Girls,Games,197.7841796875,0.0,5.0
5845,Dropple,Games,195.4912109375,0.0,4.5
5846,Magic Legion - Age of Heroes,Games,227.5302734375,0.0,4.5
5847,He-Man™ Tappers of Grayskull™,Games,426.0673828125,0.0,4.5
5848,のび毛,Games,28.8017578125,0.0,0.0
5849,Dinotrux: Trux It Up!,Entertainment,359.5390625,1.99,4.0
5850,Trailer Truck Parking with Real City Traffic Car Driving Sim,Games,325.798828125,0.0,4.5
5851,BiBi娱乐社区 - 好玩的游戏都在这里！,Social Networking,48.42578125,0.0,0.0
5852,Castles of Mad King Ludwig,Games,85.39453125,6.99,4.5
5853,Dots & Co: A New Puzzle Adventure,Games,172.3095703125,0.0,4.5
5854,Blocko.,Games,19.2119140625,1.99,4.0
5855,Jigsaw Puzzle for Brain Training -PITATOY-,Games,87.8349609375,0.0,0.0
5856,Solitaire ∞,Games,64.78125,0.0,5.0
5857,enzo!,Games,12.7265625,1.99,3.5
5858,Cars & Vehicles Puzzle Game for toddlers HD - Children's Smart Educational Transport puzzles for kids 2+,Games,46.921875,2.99,3.0
5859,多融理财(Pro版)-12%高收益理财投资平台,Finance,27.623046875,0.0,0.0
5860,Music and Chill,Music,27.4306640625,0.0,4.0
5861,HorseMoji: Equestrian Emoji,Entertainment,15.5595703125,1.99,2.0
5862,Curious George Train Adventures,Education,194.8720703125,0.99,3.5
5863,Gmojiz,Entertainment,70.525390625,1.99,3.0
5864,Pikazo – AI art that YOU control,Photo & Video,80.6328125,0.0,4.0
5865,OffRoad Drive Desert,Games,325.6376953125,1.99,4.0
5866,Hidden Expedition: Dawn of Prosperity - A Mystery Hidden Object Game (Full),Games,822.4453125,6.99,4.5
5867,Bud Farm: Grass Roots,Games,62.8388671875,0.0,4.5
5868,少年勇者团 (Combo Warrior)-日系Q萌即时战斗消除RPG手游,Games,549.6953125,0.0,0.0
5869,My Majesty,Games,191.015625,0.0,3.0
5870,Police Sniper Prison Guard,Games,215.3994140625,0.0,4.0
5871,Mystery Trackers: Paxton Creek Avengers - A Mystery Hidden Object Game (Full),Games,961.884765625,6.99,4.0
5872,Aurora - Puzzle Adventure,Games,106.7529296875,1.99,4.5
5873,TLC GO - Watch Full Episodes and Live TV,Entertainment,30.8173828125,0.0,3.0
5874,Starbucks Keyboard,Food & Drink,34.439453125,0.0,3.0
5875,Mystery Case Files: Ravenhearst Unlocked - A Hidden Object Adventure (Full),Games,1291.8798828125,6.99,4.5
5876,Lush Cosmetics,Shopping,49.0751953125,0.0,4.0
5877,Billiards8 (8 Ball & Mission),Games,301.12109375,0.0,0.0
5878,The Island:Brave Heart,Games,167.6953125,0.99,3.0
5879,Spot the Difference!診断テスト,Entertainment,15.4521484375,0.0,0.0
5880,Catch the Bus,Games,354.09765625,0.0,3.0
5881,Worm.is: The Game,Games,77.90625,0.0,4.5
5882,Civil War: Bloody April,Games,217.853515625,1.99,2.0
5883,Runaway Toad,Games,224.642578125,2.99,4.0
5884,Snake Slither Run - Hungry Worm Eat Color Dot,Games,33.556640625,0.0,4.5
5885,Skateboard Party 3 ft. Greg Lutzka,Games,1409.5595703125,1.99,4.5
5886,ピンポンカーブ  君の反射神経Lvはいくつ？  #天才求ム,Games,122.1337890625,0.0,0.0
5887,Relay – Multiple Location Maps,Travel,19.2119140625,1.99,3.5
5888,Brake or Break,Games,78.5029296875,0.0,5.0
5889,Las Vegas Valet Limo and Sports Car Parking,Games,239.0439453125,0.0,4.5
5890,Fit 私人健身教练-超有效的健康运动减肥软件,Health & Fitness,114.421875,0.0,0.0
5891,Escape from the Art Gallery.,Games,105.0224609375,0.0,4.0
5892,Rule with an Iron Fish: A Pirate Fishing RPG,Games,95.701171875,2.99,5.0
5893,Winter Fugitives 2: Chronicles,Games,158.5556640625,0.0,4.0
5894,Pan Book 3: Key to the Capitol,Book,768.6337890625,5.99,5.0
5895,PAC-MAN Pop,Games,235.7431640625,0.0,4.5
5896,CNN Politics,News,29.0390625,0.0,3.0
5897,妙资理财-探索版（安全稳健高收益理财神器  ）,Finance,30.1591796875,0.0,0.0
5898,梦幻轩辕,Games,255.2734375,0.99,0.0
5899,坂本ですが？秘技…フリータイムキラー,Games,88.2958984375,0.0,0.0
5900,Red Bull Air Race 2,Games,565.8681640625,0.0,4.0
5901,FURBY CONNECT World,Games,257.8828125,0.0,2.5
5902,Pepi House,Education,169.1826171875,2.99,4.5
5903,Delicious - Emily’s Message in a Bottle,Games,321.2431640625,0.0,4.0
5904,Ummo,Lifestyle,27.6640625,1.99,3.5
5905,JIFFMOJI,Entertainment,28.626953125,1.99,4.5
5906,日曜劇難99.9,Games,32.6044921875,0.0,0.0
5907,Dinosaur Games: Puzzle for Kids,Games,49.9208984375,2.99,4.0
5908,Eklips,Games,26.28515625,1.99,4.5
5909,Slip Away,Games,204.5458984375,0.0,4.0
5910,My Town : Fashion Show,Entertainment,289.8525390625,2.99,4.5
5911,脱出ゲーム 古城からの脱出,Games,124.9990234375,0.0,4.0
5912,Microsoft Solitaire Collection,Games,180.71875,0.0,4.0
5913,Stickninja Smash,Games,117.6279296875,0.0,4.5
5914,Perfect Fit,Games,26.0126953125,0.0,3.0
5915,Coach Bus Simulator,Games,270.78125,0.0,4.0
5916,5-in-1 Emoji Widget Games - GameMoji,Utilities,12.994140625,0.99,3.5
5917,Red 7 - play Digital Red7 Card Game with Friends,Games,181.294921875,2.99,3.0
5918,Super SteamPuff,Games,144.4521484375,0.99,4.5
5919,Miss U: Official App,Entertainment,48.6875,0.0,3.0
5920,Fantastic Beasts™: Cases,Games,287.3154296875,0.0,4.5
5921,ChyMoji by Blac Chyna,Entertainment,9.66796875,1.99,4.5
5922,ジョナサンアプリ　お得なクーポンが使える便利なアプリ,Food & Drink,17.572265625,0.0,0.0
5923,Ultrapic,Photo & Video,29.580078125,1.99,2.5
5924,Dr. Panda Bath Time,Education,168.146484375,2.99,4.5
5925,Stick Soccer 2,Games,179.1123046875,0.0,4.5
5926,EggPunch 2 - adventure puzzle game,Games,198.837890625,0.99,0.0
5927,新・血液型テスト,Book,7.087890625,0.0,0.0
5928,UNCHARTED: Fortune Hunter™,Games,433.3349609375,0.0,4.5
5929,Partly Sunny - Weather Forecasts,Weather,19.5849609375,2.99,4.5
5930,Littlebook - for Facebook on Watch,Social Networking,24.69140625,2.99,3.0
5931,Snakeio,Games,72.53515625,0.0,4.5
5932,OdellMoji by Odell Beckham Jr.,Entertainment,8.5810546875,1.99,4.5
5933,"iFiles 2 - File Manager, Cloud Storage, PDF Reader",Productivity,84.0634765625,4.99,3.5
5934,Clash of Crime Mad City Full,Games,177.3037109375,0.99,0.0
5935,VR MUSEUM,Games,83.73046875,4.99,0.0
5936,"Theremin Synth - Loop, Record & Download",Music,1.8134765625,2.99,4.0
5937,少年西游记－西游卡牌王者之作,Games,139.2255859375,0.0,4.5
5938,Gate Keepers,Games,102.720703125,0.0,3.5
5939,애드픽 - 인플루언서가 되어 의미있는 수익을 올리세요!,Business,26.708984375,0.0,0.0
5940,每日红包,Entertainment,26.955078125,0.0,0.0
5941,Tetminos - Classic Puzzle Game,Games,54.40625,0.0,0.0
5942,Obstacle Course Extreme Car Parking Simulator,Games,204.126953125,0.0,4.0
5943,"Miss Hollywood: Lights, Camera, Fashion! - Pet Fun",Entertainment,570.412109375,0.0,4.5
5944,Cricket Captain 2016,Games,385.4501953125,3.99,3.0
5945,Game Switch,Games,40.408203125,0.0,4.0
5946,心动K歌恋爱季-让我们一起唱歌听歌恋爱吧,Games,298.44140625,0.0,0.0
5947,Virginia Tech Emoji,Utilities,37.8154296875,0.0,3.0
5948,MadOut Open City,Games,460.26953125,1.99,3.0
5949,30秒マン-これクリアできるやついる？-,Games,13.9599609375,0.0,0.0
5950,Escape Game: Forgotten,Games,46.9619140625,0.0,5.0
5951,"""klocki""",Games,93.3525390625,0.99,4.5
5952,My Town : Hotel,Entertainment,395.234375,2.99,4.0
5953,Joan Mad Run,Games,55.916015625,0.0,4.5
5954,Spinny Phone,Games,141.2607421875,0.0,4.0
5955,Tinker Island: Survival Adventure,Games,300.744140625,0.0,4.5
5956,Dashy Box,Games,60.7861328125,0.0,4.0
5957,奇跡のメガネ　-恋愛シミュレーションゲーム,Games,46.154296875,0.0,0.0
5958,トリセツメーカー　トリセツ診断,Entertainment,14.7802734375,0.0,0.0
5959,WordWhizzle Search,Games,79.3271484375,0.0,4.5
5960,花粉儿-女性、母婴闲置交易平台,Shopping,69.6953125,0.0,0.0
5961,Gardenscapes - New Acres,Games,186.8330078125,0.0,4.0
5962,Goat Simulator Waste of Space,Games,587.125,4.99,4.5
5963,Stickman Soccer 2016,Games,193.353515625,0.0,4.0
5964,Pan Book 4: Capitol Rising,Book,761.9501953125,5.99,5.0
5965,Pan Book 5: The Shadow Stone,Book,737.0869140625,5.99,0.0
5966,Pan Book 6: The Alliance of Tribes,Book,734.5732421875,5.99,0.0
5967,Pan Book 7: Han Awakening,Book,761.3115234375,5.99,4.5
5968,Splashy Cats: Endless Zigzag Arcade Water Game,Games,234.99609375,0.0,4.5
5969,Pocket Politics,Games,171.76171875,0.0,4.0
5970,PuppetShow: The Face of Humanity (Full),Games,1208.498046875,6.99,3.0
5971,LEGO® Star Wars™: The Force Awakens,Games,1227.90625,0.0,4.0
5972,Fear for Sale: The House on Black River (Full),Games,2129.896484375,6.99,4.0
5973,Cube Roll,Games,74.53515625,0.0,4.0
5974,熊猫直播-王者大神主播带你荣耀开黑,Entertainment,95.72265625,0.0,4.0
5975,"Tayasui Color, a relaxing coloring book for adults",Entertainment,121.7783203125,2.99,4.5
5976,Warcher Defenders,Games,120.6513671875,0.0,4.5
5977,Freddy the Frogcaster's Weather Station,Weather,73.3642578125,0.0,4.5
5978,Go Up,Games,114.20703125,0.0,4.0
5979,Tip Tap Soccer,Games,129.208984375,0.0,4.0
5980,YouTurbo,Games,65.4853515625,0.0,4.5
5981,Truth Or Dare — Party Game,Entertainment,23.6611328125,0.0,4.5
5982,Bonecrusher: Free Awesome Endless Skull & Bone Game,Games,109.69921875,0.0,3.5
5983,传说一刀 - 一刀一级PK爆屠龙,Games,346.2587890625,0.0,0.0
5984,欢乐颂合集—刘涛、蒋欣等主演电视剧同名原著,Book,15.4384765625,0.99,0.0
5985,ニュースパス -かんたん操作で必要なニュースがすぐ読めるニュースアプリ,News,87.9453125,0.0,0.0
5986,龙之觉醒-热血经典RPG，回味激燃岁月,Games,167.79296875,0.0,0.0
5987,ワンダークラウン,Games,121.361328125,0.0,0.0
5988,我叫MT3-回合制魔幻世界 大型公会副本开荒,Games,444.4267578125,0.0,5.0
5989,ROME: Total War,Games,3839.4638671875,9.99,4.5
5990,皮皮四川麻将,Games,64.1435546875,0.0,0.0
5991,無料ゲーム タッチザナンバー（Touch the numbers）計算の脳トレでパズル！,Games,17.736328125,0.0,0.0
5992,剑仙传奇·蜀山修仙之独步天下,Games,127.68359375,0.0,0.0
5993,NeoWars,Games,131.6962890625,0.0,4.0
5994,Bullet Hell Monday,Games,86.296875,0.0,5.0
5995,Base Invaders - For Big Narstie,Games,21.26953125,1.99,0.0
5996,もやししゃちょー,Games,79.943359375,0.0,4.5
5997,【推理ゲーム】 YASU-第7捜査課事件ファイル-,Games,68.9345703125,0.0,1.0
5998,The Forgotten Room,Games,418.4052734375,1.99,4.5
5999,Nancy Drew Codes and Clues Mystery Coding Game,Education,200.9365234375,0.0,4.5
6000,Banner Saga 2,Games,3167.2314453125,9.99,4.0
6001,Bouncy Tower,Games,47.0634765625,0.0,4.5
6002,【脳トレ】ROLL -ころがす、はめる、きえる-,Games,68.77734375,0.0,0.0
6003,Chef's Quest,Games,122.2919921875,0.0,4.5
6004,Dead Venture,Games,55.23828125,0.99,4.5
6005,Dolphin Zero Incognito Browser -Mini Web Explorer,Productivity,21.5869140625,2.99,4.5
6006,Alice in Wonderland Puzzle Golf Adventures,Games,173.6123046875,0.99,4.5
6007,FURNITURE MOD FOR MINECRAFT EDITION PC GAME - POCKET GUIDE,Entertainment,19.279296875,1.99,4.0
6008,Sea of Lies: Tide of Treachery - A Hidden Object Mystery (Full),Games,849.26953125,6.99,4.0
6009,Rise!,Games,113.2841796875,0.0,3.5
6010,Trump Hoverboard Sim - Mannequin Race Challenge,Games,39.0419921875,0.0,3.0
6011,Zombies Chasing Me,Games,150.5576171875,0.0,3.5
6012,"战姬物语-亚洲顶级画师操刀,颜值爆表手游",Games,421.51953125,0.99,0.0
6013,Symmetrica - Minimalistic arcade game,Games,29.9892578125,0.0,4.5
6014,捨て猫レスキュー,Games,72.2060546875,0.0,0.0
6015,PinOut!,Games,113.1953125,0.0,4.0
6016,Escape from the grandma house in the countryside.,Games,81.9912109375,0.0,3.5
6017,Jade Empire™: Special Edition,Games,3715.619140625,9.99,4.5
6018,The interactive Legend of Sleepy Hollow: iIrving,Book,292.9091796875,2.99,5.0
6019,Living Legends: Bound by Wishes - A Hidden Object Mystery (Full),Games,1465.5751953125,6.99,4.5
6020,Choice of the Pirate,Games,32.8037109375,4.99,4.5
6021,Running Man Challenge - Game,Games,29.18359375,0.0,3.5
6022,Fitmoji by Shaun T,Entertainment,9.28515625,1.99,4.0
6023,Royal Detective: Legend of The Golem - A Hidden Object Adventure (Full),Games,574.1748046875,6.99,4.5
6024,Slaymoji - Emoji Keyboard & iMessage Stickers,Entertainment,33.8232421875,0.0,4.5
6025,Note Always - a notebook designed for Apple Pencil,Productivity,21.392578125,14.99,3.5
6026,らぶいずふぉーえばー #泣けるピアノゲーム,Games,101.77734375,0.0,0.0
6027,HIT - Heroes of Incredible Tales,Games,140.1513671875,0.0,4.5
6028,Fabe Bird - The Flappy Challenge Adventure,Entertainment,11.2763671875,0.0,3.5
6029,猎魔传奇-塔塔&推塔挂机私服手游,Games,244.08984375,0.0,0.0
6030,Mars: Mars,Games,150.3125,0.0,4.5
6031,Craft Royale: Clash of Pixels,Games,212.5693359375,0.0,4.0
6032,Legend of the Skyfish,Games,479.916015625,3.99,3.5
6033,Baby Beat - Fetal Heartbeat Monitor,Lifestyle,16.02734375,4.99,1.5
6034,"Tinycards - Learn with Fun, Free Flashcards",Education,46.5419921875,0.0,4.5
6035,Respeck on my Name,Games,31.76171875,0.0,4.5
6036,ASA's Sailing Challenge,Education,263.822265625,3.99,4.0
6037,Witches' Legacy: Slumbering Darkness HD - A Hidden Object Mystery (Full),Games,1565.953125,6.99,3.5
6038,脱出ゲーム　大正ロマン　女記者脱出譚,Games,138.322265625,0.0,0.0
6039,放置江湖: 大侠的成长之路（高自由度的武侠体验）,Games,85.08984375,0.99,2.0
6040,Really Bad Chess,Games,66.8994140625,0.0,4.5
6041,Flip Heroes,Games,51.203125,0.0,4.0
6042,Polyforge,Games,87.3759765625,0.0,4.5
6043,Pewdiebot,Games,73.220703125,0.99,4.0
6044,Cosmojis,Lifestyle,28.583984375,0.0,3.0
6045,Face Filters - Dog & Other Funny Face Effects,Entertainment,36.0107421875,0.0,4.0
6046,Free Music - MP3 Streamer & Playlist Manager Pro,Music,10.0537109375,0.0,4.5
6047,MOBA Legends,Games,666.7060546875,0.0,4.0
6048,Risky Rooms,Games,23.0478515625,0.0,3.5
6049,voi,Games,19.890625,0.99,4.5
6050,Jamie Oliver's Ultimate Recipes,Food & Drink,46.9814453125,6.99,4.5
6051,Shadow Wolf Mysteries: Curse of Wolfhill (Full),Games,950.9365234375,6.99,4.0
6052,Dunkers,Games,52.263671875,0.0,4.0
6053,DRAGON MODS MINE EDITION FOR MINECRAFT GAME PC,Book,110.34765625,0.99,4.0
6054,"果冻星连萌-全球极具诱惑益智游戏,好玩的闯关游戏,2016最新休闲益智游戏",Games,65.9833984375,0.99,0.0
6055,LightX,Photo & Video,50.94140625,1.99,3.5
6056,帝国征服者-王者联盟列国纷争,Games,79.3427734375,0.0,0.0
6057,Being SalMan: The Official Game,Games,165.6494140625,0.0,4.5
6058,Open Sorcery,Games,17.9501953125,2.99,5.0
6059,Hear My Baby - Baby Heartbeat Monitor App,Medical,16.82421875,3.99,3.5
6060,当たる占い師【水晶玉子】特別鑑定書≪無料占いあり≫,Entertainment,24.2412109375,0.0,3.0
6061,PROmoji,Utilities,56.9736328125,1.99,4.0
6062,天天麻将-有奖励的麻将玩法全集,Games,83.78125,0.0,5.0
6063,Stephen Hawking's Pocket Universe,Education,151.6474609375,4.99,4.5
6064,Simplissime: The easiest cooking app in the world,Food & Drink,109.8720703125,2.99,0.0
6065,Mutant Creatures Mod for Minecraft PC Edition - Pocket Mods Guide,Book,25.7734375,1.99,4.0
6066,Ketchapp Basketball,Games,68.77734375,0.0,4.5
6067,Gymoji,Entertainment,58.1650390625,0.99,3.0
6068,T-Mobile Tuesdays,Lifestyle,74.5087890625,0.0,2.5
6069,CARS MOD FOR MINECRAFT PC EDITION - POCKET MINE GUIDE,Entertainment,23.689453125,1.99,4.0
6070,シルエットクイズ～人気マンガ・映画アニメキャラ・芸能人で暇つぶし脳トレ,Games,35.3310546875,0.0,0.0
6071,性教育そうだったのか！世界一まなべる保健体育クイズ(画像付き),Education,46.1865234375,0.0,0.0
6072,My Town : Dance School,Entertainment,330.21484375,2.99,4.0
6073,派派激情版-寂陌陌声人交友神器,Social Networking,47.7568359375,0.0,0.0
6074,"Kubo: A Samurai Quest ™ - Match, Collect, Battle!",Games,182.5166015625,0.0,4.0
6075,Head Soccer France 2016,Games,239.9404296875,0.0,4.5
6076,Comblosion,Games,20.1904296875,1.99,5.0
6077,Highlights Monster Day,Education,35.345703125,0.0,5.0
6078,PARKOUR MAPS FOR MINECRAFT PC EDITION - DOWNLOAD BEST POCKET MAPS FOR MINECRAFT,Entertainment,10.625,1.99,4.0
6079,Geometry Dash World,Games,61.30078125,0.0,4.5
6080,Night Terrors: The Beginning,Entertainment,118.943359375,0.0,4.0
6081,Burnout City,Games,168.1064453125,0.0,4.0
6082,Timelines - Time Tracking,Productivity,10.21875,7.99,4.0
6083,Smelly Baby - Farty Party,Games,105.2841796875,0.0,4.0
6084,Star Walk 2 Ads+ Night Sky Map - Stars and Planets,Education,223.6064453125,0.0,4.0
6085,单机群侠传-金庸群侠传口袋版,Games,146.2041015625,0.0,5.0
6086,Perchang,Games,301.0048828125,1.99,3.5
6087,Tiki Taka World Soccer,Games,129.205078125,2.99,2.0
6088,Wars Of Warlords : Mini Game With Worldwide Multiplayer,Games,126.46875,0.99,3.0
6089,Mods for Minecraft PC Edition - Mod Installer Pocket Guide,Utilities,17.5859375,1.99,3.5
6090,GoldieBlox: Adventures in Coding - The Rocket Cupcake Co.,Education,208.7705078125,2.99,4.5
6091,VEHICLES & WEAPONS MODS for Minecraft PC Edition - Pocket Guide,Entertainment,11.869140625,1.99,4.0
6092,"镜花缘：两世英雄情缘,数年问仙修道",Games,318.94140625,0.0,0.0
6093,iSNOB 小众精品爱好者的私藏Top 10,Lifestyle,25.875,0.99,0.0
6094,Nerve — Truth or Dare Dirty Houseparty Party Games,Lifestyle,84.931640625,0.0,4.0
6095,Snot & Fluff - A Space Adventure,Book,281.2060546875,2.99,4.5
6096,SBK16 - Official Mobile Game,Games,317.9248046875,0.0,4.5
6097,Chat for Whatsapp - iPad Version,Social Networking,23.162109375,0.0,3.5
6098,ZuumSpeed Customizable Speedometer + HUD,Navigation,22.4375,0.99,0.0
6099,Rival Stars College Football,Games,258.564453125,0.0,4.0
6100,キモゲーいや、きも毛ー,Games,9.341796875,0.0,0.0
6101,RAMP-光を灯す孤独な物語- #無料アクションゲーム,Games,252.1357421875,0.0,0.0
6102,人众金服[回馈版]-高收益理财软件,Finance,31.189453125,0.0,0.0
6103,BOSS Tuner,Music,2.4462890625,0.0,3.5
6104,Papa's Taco Mia HD,Games,59.30859375,2.99,4.5
6105,RollerCoaster Tycoon® Classic,Games,405.146484375,5.99,4.0
6106,Doggy Box,Games,85.5986328125,0.0,4.0
6107,VR Death Simulator,Entertainment,185.6162109375,0.0,2.0
6108,マジ死にゲー,Games,54.1162109375,0.0,0.0
6109,まんが一本道〆,Games,176.794921875,4.99,0.0
6110,创客金融-高收益银行存管投资理财平台,Finance,63.55078125,0.0,0.0
6111,Soccer Sumos - Multiplayer party game!,Games,65.6103515625,0.99,3.0
6112,NINE 対戦型脳トレ -目指せ賞金王！-,Games,45.916015625,0.0,0.0
6113,Lucky Block Mod for Minecraft PC Edition - Pocket Guide,Games,11.22265625,1.99,2.0
6114,EmojiMom - An Emoji App for the Modern Mom,Entertainment,5.57421875,0.0,2.5
6115,Reigns,Games,122.72265625,2.99,4.5
6116,2-bit Cowboy Rides Again,Games,28.3203125,1.99,4.5
6117,Day of the Tentacle Remastered,Games,2650.6904296875,4.99,5.0
6118,StephMoji by Steph Curry,Utilities,63.3369140625,1.99,4.5
6119,Funny Face - Filters Pic Swap Effects Photo Editor,Entertainment,126.7705078125,0.0,4.5
